-9.997844423392535651e-01,-8.457052942220236180e-02,-9.543178274960892327e-02,0.000000000000000000e+00
-9.997844423392535651e-01,-1.117510448961854530e-01,-1.038144816949090332e-01,0.000000000000000000e+00
-1.086333905176852521e-01,-8.033870135524562306e-01,-7.344554128350965216e-01,0.000000000000000000e+00
-5.024293613250200297e-01,-3.399231348745043735e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-4.974055726279064116e-01,-3.332586353492889009e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-4.923310385904181574e-01,-3.265268176470509376e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
-9.997844423392535651e-01,-9.997085878708443785e-01,-9.337016772796147279e-01,0.000000000000000000e+00
