-9.904000000001566377e+02,-3.388000000000085379e+02,-1.774999999999942020e+02
-1.024800000000163436e+03,-3.044000000000007162e+02,-1.774999999999942020e+02
-1.072000000000120508e+03,-2.565999999999898478e+02,-1.774999999999942020e+02
-1.135000000000063210e+03,-1.907999999999934460e+02,-1.774999999999942020e+02
-1.110800000000085220e+03,-2.117999999999922522e+02,-1.774999999999942020e+02
-9.852000000001554554e+02,-3.368000000000080831e+02,-1.772999999999942133e+02
-9.030000000001367653e+02,-4.200000000000270006e+02,-1.762999999999942702e+02
-8.768000000001308081e+02,-4.466000000000330488e+02,-1.758999999999942929e+02
-8.760000000001306262e+02,-4.518000000000342311e+02,-1.714999999999945430e+02
-8.836000000001323542e+02,-4.450000000000326850e+02,-1.660999999999948500e+02
-8.956000000001350827e+02,-4.288000000000290015e+02,-1.626999999999950433e+02
-9.230000000001413127e+02,-4.034000000000232262e+02,-1.590999999999952479e+02
-9.510000000001476792e+02,-3.760000000000169962e+02,-1.540999999999955321e+02
-9.840000000001551825e+02,-3.464000000000102659e+02,-1.490999999999958163e+02
-1.016600000000162595e+03,-3.194000000000041268e+02,-1.434999999999961346e+02
-1.172800000000028831e+03,-4.554000000000350497e+02,-1.550999999999954753e+02
-1.172800000000028831e+03,-4.554000000000350497e+02,-1.550999999999954753e+02
-1.172800000000028831e+03,-4.554000000000350497e+02,-1.550999999999954753e+02
-1.172800000000028831e+03,-4.554000000000350497e+02,-1.550999999999954753e+02
-1.172000000000029559e+03,-4.554000000000350497e+02,-1.558999999999954298e+02
-1.171200000000030286e+03,-4.554000000000350497e+02,-1.566999999999953843e+02
-1.170600000000030832e+03,-4.554000000000350497e+02,-1.572999999999953502e+02
-1.166400000000034652e+03,-4.554000000000350497e+02,-1.614999999999951115e+02
-1.161400000000039199e+03,-4.552000000000350042e+02,-1.666999999999948159e+02
-1.157800000000042473e+03,-4.542000000000347768e+02,-1.712999999999945544e+02
-1.158000000000042292e+03,-4.522000000000343221e+02,-1.730999999999944521e+02
-1.158800000000041564e+03,-4.494000000000336854e+02,-1.750999999999943384e+02
-1.157600000000042655e+03,-4.478000000000333216e+02,-1.758999999999942929e+02
-1.157600000000042655e+03,-4.456000000000328214e+02,-1.768999999999942361e+02
-1.156400000000043747e+03,-4.462000000000329578e+02,-1.774999999999942020e+02
-1.164600000000036289e+03,-4.554000000000350497e+02,-1.440999999999961005e+02
-1.164800000000036107e+03,-4.554000000000350497e+02,-1.438999999999961119e+02
-1.164800000000036107e+03,-4.554000000000350497e+02,-1.438999999999961119e+02
-1.163800000000037016e+03,-4.554000000000350497e+02,-1.448999999999960551e+02
-1.163000000000037744e+03,-4.554000000000350497e+02,-1.456999999999960096e+02
-1.161600000000039017e+03,-4.554000000000350497e+02,-1.470999999999959300e+02
-1.159000000000041382e+03,-4.554000000000350497e+02,-1.496999999999957822e+02
-1.154800000000045202e+03,-4.554000000000350497e+02,-1.538999999999955435e+02
-1.149200000000050295e+03,-4.546000000000348678e+02,-1.602999999999951797e+02
-1.147200000000052114e+03,-4.538000000000346859e+02,-1.630999999999950205e+02
-1.145800000000053387e+03,-4.538000000000346859e+02,-1.644999999999949409e+02
-1.143600000000055388e+03,-4.532000000000345494e+02,-1.672999999999947818e+02
-1.147400000000051932e+03,-4.488000000000335490e+02,-1.678999999999947477e+02
-1.153400000000046475e+03,-4.428000000000321847e+02,-1.678999999999947477e+02
-1.156000000000044110e+03,-4.392000000000313662e+02,-1.688999999999946908e+02
